ID,Lang1,Lang2,Lang3,Age,Gender,BornUS,YrsinUS,BornMoth,BornFath,feelamer,feelhmong,livewith,famincome,grades,maritalstat,fatheremploy,motheremploy,reduced,fes1,fes2,fes3,fes4,fes5,fes6,fes7,fes8,fes9,fes10,fes11,fes12,monm1,monf1,monm2,monf2,monm3,monf3,monm4,monf4,monm5,monf5,monm6,monf6,monm7,monf7,macad1,facad1,macad2,facad2,macad3,facad3,macad4,facad4,macad5,facad5,macad6,facad6,macad7,facad7,macad8,facad8,nhood1,nhood2,nhood3,nhood4,nhood5,nhood6,nhood7,nhood8,nhood9,nhood10,rses1,rses2,rses3,rses4,rses5,rses6,rses7,rses8,rses9,rses10,schclim1,schclim2,schclim3,schclim4,schclim5,schclim6,schclim7,schclim8,schclim9,schclim10,schclim11,schclim12,schclim13,schclim14,schclim15,schclim16,schclim17,schclim18,schclim19,schclim20,schclim21,brokering1,brokering2,brokering3,brokering4,brokering5,brokering6,brokering7,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,cesd12,cesd13,cesd14,cesd15,cesd16,cesd17,cesd18,cesd19,cesd20,acadach1,acadach2,acadach3,acadach4,acadach5,aafcs1,aafcs2,aafcs3,aafcs4,aafcs5,aafcs6,aafcs7,aafcs8,aafcs9,aafcs10,conflict1,conflict2,conflict3,conflict4,conflict5,conflict6,conflict7,conflict8,conflict9,eis1,eis2,eis3,eis4,eis5,eis6,eis7,eis8,eis9,eis10,eis11,eis12,eis13,eis14,eis15,eis16,eis17,acculturationgap,conflict,affirmation,exploration,resolution,posesteem,depression,esteem,selfdeprec,cesd4r,cesd8r,cesd12r,missinggender,brokering
23,hmo/eng,4,hmo/eng,14,2,1,-99,5,4,2,2,2,3,1,1,1,1,0,5,5,5,4,5,5,5,5,5,5,4,5,1,1,2,2,2,2,1,1,1,1,1,1,1,-99,1,1,3,3,1,1,3,3,2,2,3,2,2,2,1,1,1,2,1,2,2,2,-99,-99,-99,1,3,2,2,2,1,2,2,2,2,3,3,1,1,4,-99,4,2,2,2,1,2,3,2,4,2,3,4,1,1,2,4,5,5,2,3,2,2,2,3,3,3,1,3,4,4,4,2,2,3,3,3,3,3,4,2,4,4,3,1,1,1,1,1,4,5,3,1,5,5,5,1,2,1,4,2,1,5,4,1,3,1,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3.2,2.777777778,4,3.714285714,3.75,2,54,21,1.8,4,1,2,0,3
24,hmong,5,hmong,12,1,1,8,4,4,3,2,1,3,2,1,1,2,1,3,3,1,2,4,4,2,4,3,5,5,3,1,1,4,4,1,1,4,4,2,2,2,2,2,-99,1,1,3,2,2,2,3,3,4,3,3,2,2,2,1,2,2,4,3,2,1,2,2,4,3,2,2,2,2,2,1,2,2,2,2,3,1,4,5,2,1,4,1,1,3,1,1,1,4,5,1,4,4,2,3,4,5,2,3,1,2,1,2,1,3,3,2,3,3,3,2,3,2,2,2,3,2,3,3,3,2,2,3,3,2,1,2,1,3,3,2,2,3,4,2,3,2,3,3,3,4,4,2,3,2,4,3,4,3,2,3,3,3,4,4,2,4,4,3,4,4,3,2,4,1,2.7,3.222222222,3.833333333,2.714285714,2.75,2,46,20,2,2,2,2,0,1.714285714
25,hmong,4,hmong,13,1,1,-99,4,5,3,2,1,3,2,1,2,2,1,2,4,3,2,5,2,3,5,3,4,5,4,1,1,1,1,1,1,2,2,1,1,1,1,2,-99,2,2,2,1,2,1,3,3,3,3,2,2,2,2,2,1,1,3,1,2,1,2,3,3,2,3,-99,2,2,2,3,2,2,2,2,3,2,1,2,2,2,3,2,1,4,3,2,2,2,2,1,2,2,4,2,4,4,3,2,3,2,1,1,1,1,1,-99,3,2,2,3,3,1,1,1,3,2,2,1,3,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,3,2,3,1,4,1,1,4,4,3,2,2,2,4,2,4,4,2,3,4,3,2,4,3,1.2,2.111111111,4,2.285714286,3,2,-99,-99,1.5,2,2,2,0,1.857142857
26,hmo/eng,4,hmong,12,2,5,1,4,4,2,1,1,2,2,1,1,1,1,5,5,5,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,-99,1,1,4,4,1,1,3,3,1,1,1,1,1,1,1,1,2,4,1,4,2,4,2,4,1,1,2,4,2,1,2,1,1,2,4,4,1,2,2,1,1,2,1,1,4,1,1,1,3,4,4,2,1,1,1,5,5,5,5,2,3,1,1,1,1,1,1,4,2,1,4,3,1,1,3,4,4,1,1,4,1,1,1,1,1,1,1,1,2,3,1,5,3,5,3,3,5,5,3,3,2,4,3,4,1,1,1,3,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3.6,2.444444444,3.5,3.571428571,4,2.6,38,23,0.8,1,2,1,0,2.571428571
27,hmo/eng,5,hmong,11,2,1,-99,4,4,4,1,1,4,1,1,1,1,1,4,5,4,2,4,3,3,2,3,2,4,2,2,2,2,2,2,2,3,3,2,3,1,1,1,-99,1,1,3,3,1,1,3,3,2,3,2,2,1,1,1,1,2,3,1,4,3,4,2,3,3,1,3,2,1,2,3,1,2,2,4,4,2,2,4,1,1,2,2,1,3,2,2,3,3,3,3,4,4,3,3,3,5,2,3,1,3,1,3,1,2,2,2,3,3,2,3,2,1,3,2,3,2,3,2,4,2,2,3,2,1,1,2,2,2,1,1,1,1,2,2,3,1,2,1,1,2,1,2,2,1,5,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,2.111111111,4,4,4,2.4,43,24,0.8,2,3,2,0,2
28,hmo/eng,2,Eng,11,1,1,-99,4,4,2,2,5,3,4,2,1,1,0,4,2,5,3,2,3,2,2,1,5,5,5,1,2,2,4,2,4,3,4,1,4,1,2,2,-99,2,4,1,4,1,2,4,4,1,4,1,1,1,3,2,3,1,4,4,4,2,1,1,2,1,1,3,3,1,2,2,2,2,1,4,4,3,4,2,2,2,2,1,3,3,1,1,2,3,4,2,3,4,1,3,2,5,5,5,1,1,1,1,1,2,1,1,3,1,1,4,4,1,1,1,4,2,2,1,4,1,1,2,1,1,1,1,2,2,1,1,1,1,1,3,1,1,2,5,1,1,2,1,3,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.7,1.555555556,4,4,4,2.4,35,24,0.8,2,1,1,0,2.142857143
29,hmong,4,hmong,13,1,1,-99,4,4,3,1,1,3,2,1,1,1,1,5,5,5,5,5,5,4,5,5,5,5,5,2,2,2,2,1,2,4,4,2,3,1,3,1,-99,2,2,2,2,2,2,1,2,2,2,1,3,3,4,2,3,1,4,3,3,2,4,4,4,3,3,2,2,2,2,4,3,2,2,3,4,3,2,5,2,2,1,3,1,2,2,1,3,4,4,2,2,2,3,3,3,5,2,4,3,3,2,2,1,4,1,2,3,2,1,2,4,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,1,2,2,3,2,3,2,1,2,2,1,1,3,2,4,3,4,4,1,4,3,4,4,2,3,4,4,4,4,4,2.1,1.888888889,3.666666667,3.142857143,3.5,1.8,41,26,1,2,1,3,0,2.428571429
30,hmong,4,hmong,14,2,1,-99,4,4,3,1,1,3,3,1,5,5,0,3,3,2,3,3,3,4,4,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,3,2,2,1,3,3,3,3,3,2,2,3,2,2,2,3,2,3,2,1,2,3,2,1,2,1,1,1,4,1,1,1,3,1,2,2,3,1,3,5,1,2,3,4,3,2,1,2,2,1,2,3,1,2,4,3,1,1,4,3,3,2,4,3,2,3,1,1,1,1,2,2,3,1,3,2,3,3,3,2,1,3,2,2,3,4,2,4,5,2,3,3,3,3,4,3,3,3,2,2,4,4,4,2,2,3,3,4,2.4,3,2.833333333,3.142857143,3.25,1.6,43,23,1.8,3,1,1,0,2.285714286
31,hmong,4,hmong,14,1,1,15,4,4,2,2,1,2,2,1,3,2,0,3,5,4,3,3,3,3,4,3,3,4,3,2,2,2,3,2,3,2,2,2,2,1,2,1,-99,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,3,3,2,3,2,2,2,3,2,3,3,2,2,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,3,2,2,2,2,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,4,4,3,4,3,4,4,3,3,4,4,4,3,4,3,4,3,4,3,4,2,3,3,3,3,3,2,2,3,3,2,3,3,2,3,3.4,3.666666667,2.333333333,3.142857143,2.75,1.6,38,23,1.8,3,3,3,0,3.142857143
32,hmo/eng,4,hmong,14,1,1,-99,4,4,4,1,1,3,1,1,1,1,-99,5,5,3,2,5,4,3,4,4,3,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,-99,3,-99,3,-99,2,2,3,3,2,2,3,3,2,2,2,2,1,3,3,3,3,4,4,3,4,4,2,2,3,3,2,2,3,3,2,2,2,3,3,2,2,3,2,2,3,2,2,2,3,2,3,3,3,3,2,3,3,2,2,2,1,1,1,1,1,2,3,3,2,3,2,3,2,3,2,2,3,4,2,2,1,3,2,2,2,2,2,2,2,4,3,2,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,2,2,2,2,3,2.6,3,2.5,2.571428571,2.75,1.2,43,24,2,2,2,3,0,1.428571429
33,hmo/eng,3,hmong,14,2,1,-99,4,4,4,1,13,4,4,5,5,4,1,5,4,5,3,5,5,5,4,4,5,3,4,1,1,2,2,3,3,3,3,3,3,2,2,3,-99,3,2,3,3,2,2,4,4,4,4,4,4,2,2,2,2,2,4,3,2,2,3,3,2,3,3,2,2,1,2,2,3,3,2,3,4,3,2,3,2,2,4,1,1,5,3,1,3,3,3,1,3,3,2,3,3,5,2,1,2,2,2,2,2,2,1,2,3,4,2,3,2,2,2,3,2,2,1,2,4,1,1,3,2,1,2,3,3,3,3,2,1,1,3,1,2,3,3,3,2,3,3,3,2,1,4,1,3,4,3,4,4,2,4,4,2,4,4,2,3,4,3,2,4,2,2.2,2.444444444,4,2.714285714,3,1.8,39,24,1.4,2,3,3,0,1.857142857
34,hmo/eng,4,Eng,13,1,1,13,4,4,4,2,1,3,2,1,1,1,1,2,3,5,3,5,2,1,5,1,5,5,4,2,3,1,1,2,2,3,3,3,3,1,1,1,-99,1,1,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,4,3,3,1,2,4,3,4,1,2,1,1,2,2,2,1,2,-99,3,3,4,3,1,2,4,3,-99,3,5,3,3,3,4,1,3,4,5,4,3,5,5,5,1,1,1,1,1,3,1,4,3,2,3,3,4,1,1,3,4,3,3,1,4,1,3,1,1,1,2,2,3,2,2,1,1,1,1,1,3,3,1,5,3,3,1,1,5,1,4,3,3,4,3,4,4,4,2,4,4,4,4,2,3,4,1,2,4,4,1.9,2.666666667,4,3,3,2.4,47,-99,2,2,1,1,0,2.142857143
35,hmo/eng,2,Eng,13,2,1,-99,4,4,4,4,1,3,2,1,2,2,1,4,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,2,2,1,1,1,-99,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,3,2,2,2,3,2,3,3,1,3,2,2,2,2,2,2,2,3,3,2,2,3,1,1,1,1,1,3,3,1,1,3,3,1,3,3,3,2,3,4,2,1,1,2,2,2,1,2,2,2,3,2,3,2,1,2,2,2,3,1,2,3,3,2,3,2,2,1,1,2,1,2,3,2,4,2,3,1,1,4,1,1,2,4,1,2,3,1,4,5,3,1,3,2,3,2,1,4,4,4,4,3,2,4,3,3,4,4,2.2,2.777777778,3.5,2.714285714,2.75,2,40,23,1.4,2,4,2,0,1.571428571
36,hmong,7,hmong,12,1,1,12,1,1,2,1,1,2,5,1,2,2,1,1,3,5,5,5,3,3,4,2,5,4,5,1,2,2,2,3,1,1,1,-99,-99,3,2,3,-99,1,2,3,3,2,2,1,2,2,3,1,1,2,2,1,1,2,4,3,2,2,2,1,3,2,1,3,2,2,1,2,1,3,2,1,4,3,3,3,2,1,3,2,1,3,2,1,1,3,2,1,2,3,2,3,2,4,3,1,2,3,2,1,1,1,2,2,4,2,2,3,2,2,1,3,2,4,3,3,1,2,2,2,2,1,1,2,1,2,5,-99,3,3,4,3,3,4,4,2,4,3,3,3,2,4,2,3,4,3,2,2,3,2,2,4,3,1,2,4,3,2,2,2,4,2,3.444444444,3.111111111,2.666666667,2.571428571,2.25,2.2,41,21,1.6,1,3,3,0,1.857142857
37,hmo/eng,4,hmong,14,1,1,-99,4,4,2,2,1,3,2,1,1,1,1,5,4,5,4,4,4,4,5,4,3,5,4,2,2,2,2,2,2,2,2,3,2,2,2,1,-99,3,3,2,2,1,1,2,2,2,3,3,3,3,3,2,2,1,4,3,4,1,3,3,3,3,3,3,3,2,1,3,2,2,2,4,4,1,1,2,1,2,2,1,1,5,2,2,1,3,3,2,3,3,4,2,5,5,2,4,3,3,2,3,1,2,1,1,4,2,1,2,3,1,1,1,4,2,2,1,4,1,1,1,1,2,1,2,3,3,3,3,1,1,4,2,2,4,3,5,2,4,3,4,5,3,5,4,3,3,3,2,3,1,2,4,2,4,1,2,2,4,2,2,4,2,2.8,3.666666667,3.333333333,2.142857143,2,2.2,34,26,0.6,1,2,1,0,2.571428571
38,hmo/eng,5,hmong,11,1,1,8,4,4,3,2,1,3,2,1,1,1,0,4,4,4,3,5,4,5,4,4,5,5,4,1,1,1,1,1,1,3,3,2,2,2,2,1,-99,1,1,3,3,1,1,2,2,2,2,3,3,2,2,1,1,2,2,2,3,2,2,3,3,3,2,2,3,2,1,2,2,2,2,3,3,2,2,3,1,1,2,1,1,4,2,1,1,3,3,2,3,3,3,3,4,5,2,2,2,2,5,2,2,3,2,2,3,2,2,3,4,2,3,3,3,3,3,2,4,1,2,2,2,1,1,1,2,2,2,3,4,4,4,4,3,3,1,3,3,3,3,1,3,1,4,1,4,4,3,4,4,3,3,4,3,4,4,3,4,4,4,3,4,4,3.1,2.555555556,4,3.142857143,4,2.2,47,22,1.4,2,1,2,0,2.428571429
39,hmo/eng,4,Eng,13,2,1,-99,1,5,2,1,1,3,2,1,1,1,0,5,5,5,4,5,5,4,5,4,5,5,5,1,1,1,1,1,1,2,2,1,2,1,2,1,-99,2,1,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,3,1,4,3,3,3,3,2,2,2,3,2,2,2,2,3,3,2,1,3,1,1,1,1,1,2,1,1,1,3,3,1,2,3,2,1,2,5,4,3,1,1,1,1,1,3,3,3,3,3,3,2,4,2,3,2,4,2,2,2,4,2,3,3,2,1,1,2,1,1,1,5,5,3,3,3,2,2,3,2,3,4,3,4,5,1,4,1,3,4,4,3,4,4,4,4,4,4,4,4,3,1,3,4,4,4,2.9,3.111111111,3.5,4,3.25,1.8,50,23,1.6,2,1,1,0,1.714285714
40,hmo/eng,6,hmong,12,2,1,-99,4,4,3,1,1,3,1,1,1,1,1,5,3,4,2,5,5,5,4,5,5,4,5,1,1,1,1,1,2,1,2,1,2,1,1,1,-99,3,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,4,2,2,1,2,3,4,4,3,1,1,2,2,2,2,2,2,3,4,2,1,4,1,1,1,1,1,4,3,1,1,1,2,1,2,3,5,3,3,5,4,3,3,2,3,4,2,2,1,2,3,3,2,4,4,2,3,2,4,3,4,2,4,1,2,2,2,1,1,1,1,1,4,2,5,2,4,5,4,4,2,1,4,3,1,1,2,2,4,5,3,4,4,3,4,3,4,4,3,4,4,3,3,4,4,3,4,3,3.3,2.777777778,4,3.428571429,3.25,2,48,21,1.8,2,1,1,0,3
41,hmo/eng,5,hmo/eng,12,1,1,-99,3,4,3,1,1,2,4,1,-99,-99,1,5,4,3,3,4,5,4,3,2,2,4,4,2,2,2,2,3,3,1,1,1,1,1,1,2,-99,2,2,2,2,1,1,1,2,1,1,2,2,3,3,2,2,1,2,3,2,2,3,2,2,3,3,2,1,2,2,2,2,2,1,2,3,2,3,3,1,1,2,1,1,3,3,2,2,3,3,2,3,3,5,3,3,5,2,3,2,2,2,1,2,2,2,2,3,2,1,3,2,2,2,2,3,3,3,2,2,1,3,3,2,1,1,2,1,2,3,5,4,2,4,5,5,3,4,5,4,4,3,1,4,2,3,2,1,3,4,1,2,3,4,4,1,3,3,4,3,3,3,2,4,3,4,2.666666667,3.333333333,2.857142857,2.5,2.2,40,19,2,2,3,2,0,2
42,hmo/eng,4,hmong,13,2,1,-99,4,4,4,2,1,3,4,1,1,1,-99,3,3,5,2,5,5,2,4,2,5,5,2,3,3,2,2,4,4,3,3,1,1,4,4,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,3,1,4,1,3,1,1,3,3,5,3,1,3,1,1,3,2,1,3,5,5,1,5,5,3,3,3,5,3,3,3,3,2,5,3,4,3,3,1,4,4,1,4,4,4,1,3,2,2,3,4,4,4,4,2,2,1,2,1,3,5,4,3,2,4,4,5,3,3,2,2,5,1,5,1,1,4,2,3,3,4,2,4,4,4,3,2,4,4,4,3,1,3,4,4,2,3.5,2.666666667,3.166666667,3.714285714,2.5,1.6,55,17,3,4,1,2,0,3.142857143
43,hmo/eng,4,hmo/eng,13,2,1,13,4,4,2,1,5,2,6,5,5,5,1,3,3,2,2,2,2,3,4,2,2,1,3,2,-99,2,-99,2,-99,3,-99,3,-99,3,-99,2,-99,2,-99,3,-99,1,-99,4,-99,3,-99,3,-99,1,-99,1,-99,2,3,3,3,3,3,3,3,2,2,4,3,2,2,3,2,3,2,2,2,3,3,4,1,1,2,1,1,4,3,2,2,3,4,2,3,3,4,3,2,5,4,3,2,2,3,2,1,1,2,1,3,1,2,3,4,1,1,1,4,1,2,1,4,1,1,1,1,1,1,2,1,2,3,2,1,1,2,1,1,3,3,1,1,2,3,3,4,3,1,1,2,4,4,2,2,1,3,4,1,4,4,2,1,4,3,1,4,1,1.8,2.222222222,4,2,1.75,1.8,34,25,1.2,2,1,1,0,2.428571429
44,hmo/eng,4,hmo/eng,12,1,1,12,4,4,4,2,1,2,1,1,1,1,1,3,5,4,4,3,4,5,5,4,4,2,5,1,1,2,2,1,1,3,3,2,2,1,1,2,-99,2,2,3,2,1,2,3,4,3,3,2,3,2,2,2,2,1,3,2,3,1,4,4,3,4,4,3,3,2,2,2,2,2,2,3,4,1,2,3,2,2,4,1,1,5,4,2,2,3,3,2,2,3,4,1,4,5,2,1,2,1,1,1,1,2,1,1,2,3,2,3,2,1,2,2,4,2,2,1,4,1,2,2,2,2,1,2,-99,2,3,2,4,2,3,3,2,2,1,3,1,2,3,4,5,1,3,1,3,3,3,3,4,3,3,4,2,4,4,3,3,4,3,2,4,4,2.5,2.555555556,3.833333333,2.857142857,3.25,2,37,25,1,3,3,1,0,1.285714286
45,hmong,3,Eng,14,1,1,-99,4,4,3,2,1,3,1,1,1,1,0,5,4,5,5,5,5,4,5,3,5,5,5,1,1,3,3,1,1,3,3,3,2,1,1,2,-99,2,1,1,1,2,2,1,1,3,3,1,1,2,2,2,2,1,4,1,3,1,4,4,4,4,4,2,3,2,2,3,2,2,2,2,3,2,1,3,1,1,1,1,1,2,3,1,2,3,3,1,3,3,4,2,2,5,2,2,2,2,2,2,2,1,1,1,3,3,2,2,3,1,2,1,3,3,1,1,4,2,1,1,1,1,1,1,1,1,5,3,2,3,5,5,2,5,5,2,5,3,5,1,5,3,4,4,3,3,4,3,3,3,2,4,3,3,4,3,3,3,3,3,4,2,3.7,3.666666667,3.5,3,2.75,2,35,23,1.4,2,2,2,0,2
46,hmo/eng,5,hmong,12,1,1,-99,1,4,2,2,2,3,2,1,-99,-99,0,1,5,4,1,4,3,2,1,1,3,1,4,1,1,2,2,1,1,2,2,2,2,1,1,2,-99,2,2,2,2,2,1,4,1,2,2,3,1,3,1,3,2,1,3,2,3,1,-99,-99,-99,-99,-99,2,3,-99,2,2,3,3,2,3,3,4,4,4,2,2,2,2,2,4,2,2,2,3,3,2,2,4,2,2,4,5,5,5,1,1,1,1,1,2,2,-99,1,2,2,2,1,1,2,-99,3,2,2,3,2,1,2,1,1,2,1,2,2,2,2,-99,2,-99,3,2,3,1,1,1,1,1,1,1,2,1,1,1,2,4,4,3,3,3,3,4,3,4,4,2,3,4,2,3,4,3,1.875,1.222222222,4,3,2.75,1.5,-99,-99,1.4,4,4,2,0,2.142857143
47,hmong,3,hmong,12,1,1,8,4,4,3,2,1,4,2,1,3,1,1,4,2,4,2,3,4,3,3,4,2,1,3,2,2,2,3,2,2,2,1,2,2,2,2,2,-99,2,3,-99,-99,3,2,3,3,3,3,1,2,2,3,1,2,2,3,3,2,2,2,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,3,2,3,2,2,3,4,4,4,4,3,5,3,1,3,1,2,4,1,2,4,3,1,1,2,4,1,2,4,1,1,1,1,1,1,1,2,3,1,1,5,-99,1,3,1,5,1,2,1,3,5,1,3,5,5,3,5,2,2,1,2,2,2,4,3,3,3,2,2,2,3,3,4,3,2.222222222,3.444444444,3,2.285714286,2.25,1.6,38,23,1.8,3,1,3,0,3.857142857
48,Eng,1,Eng,12,2,1,-99,3,4,2,4,1,-99,2,1,1,2,1,2,3,3,1,4,3,2,1,3,2,3,3,1,1,1,1,1,1,2,4,2,3,2,2,1,-99,3,3,2,2,1,1,3,3,2,2,1,1,1,1,1,1,1,3,4,4,2,4,4,3,4,4,4,4,2,2,2,2,2,2,4,4,3,2,3,1,1,2,3,1,3,3,2,2,3,3,3,4,3,4,3,3,5,5,4,1,1,1,4,1,1,1,1,3,2,1,4,4,1,1,2,3,2,1,2,3,1,1,2,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,2,1,1,2,1,4,1,2,3,4,3,3,2,2,4,2,4,4,2,2,4,2,2,4,2,1.4,1.777777778,3.833333333,2.428571429,2.25,2,34,28,0.4,2,1,2,0,2.428571429
49,hmo/eng,5,hmong,12,1,1,-99,4,4,2,1,1,1,4,1,2,2,1,2,5,5,1,5,3,3,5,2,5,5,5,2,2,2,1,1,1,2,2,1,1,2,2,2,-99,2,2,2,2,2,2,3,3,2,2,1,1,2,2,2,2,2,3,2,2,1,3,1,3,1,4,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,4,5,1,5,5,1,2,4,5,3,3,1,1,1,3,1,2,3,1,2,3,2,4,4,2,2,3,2,2,2,3,4,1,2,3,2,1,1,2,1,2,1,2,1,1,3,5,5,3,1,3,2,4,5,4,5,1,3,1,5,3,4,2,3,4,3,4,2,2,4,3,4,1,3,4,4,2,2.5,3.333333333,3,3.285714286,2.75,2.2,44,17,2.4,3,1,3,0,1.857142857
50,hmo/eng,5,hmong,12,2,1,-99,4,4,5,1,1,3,6,4,4,1,0,4,4,3,3,4,3,5,5,3,4,4,5,1,1,1,1,1,1,2,2,2,2,2,3,2,-99,2,2,2,2,3,2,3,2,2,2,2,3,2,3,3,3,2,3,1,2,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,1,3,3,1,3,2,1,3,2,2,2,3,4,3,3,3,3,3,2,5,2,1,1,1,-99,1,1,2,2,3,2,3,3,3,3,2,3,3,2,2,3,3,3,1,2,3,4,1,1,2,1,2,3,5,4,3,5,3,5,2,4,1,4,3,4,2,4,2,3,3,2,1,3,3,3,3,2,3,3,4,4,2,3,3,4,3,4,4,3.5,3,3.166666667,2.714285714,3.5,1.8,45,21,2,3,2,3,0,1.166666667
51,hmo/eng,6,hmong,14,2,5,14,4,4,4,2,1,3,1,1,1,1,1,5,5,5,4,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,2,2,2,1,1,1,-99,3,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,4,2,3,2,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,2,2,3,2,1,3,1,1,4,3,2,1,3,3,1,2,3,3,2,3,5,4,4,5,5,5,5,5,2,2,2,3,3,1,4,4,2,2,2,4,2,2,2,4,1,2,2,2,1,1,1,1,1,3,4,3,2,3,4,3,3,4,2,2,1,3,4,4,2,5,2,5,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,3.1,3.111111111,4,3.714285714,3.75,2,44,22,1.6,2,1,1,0,4.714285714
52,hmo/eng,4,hmo/eng,11,1,1,-99,4,-99,3,2,1,2,2,1,1,1,1,2,4,4,3,4,3,3,2,2,3,2,2,1,1,2,2,2,2,3,3,1,1,2,2,1,-99,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,4,-99,2,4,4,2,2,2,3,2,2,3,1,2,3,1,2,3,2,2,3,1,1,3,3,2,2,3,3,2,2,3,3,3,3,5,3,1,1,1,1,3,1,1,1,1,3,2,1,4,3,2,2,1,4,2,4,2,4,1,1,2,1,2,2,2,2,3,3,3,3,3,4,4,1,2,2,5,1,1,3,1,1,1,1,1,1,4,4,1,1,1,2,4,2,4,4,2,1,4,3,3,4,3,3,1.222222222,4,2.142857143,2,1.8,39,22,1.8,2,2,1,0,1.571428571
53,hmo/eng,4,Eng,12,2,1,-99,4,4,3,2,3,2,4,2,2,1,1,3,4,3,2,3,3,3,3,1,4,2,3,1,2,1,1,1,1,2,2,1,2,3,2,1,-99,2,2,2,2,1,1,1,2,2,4,1,2,1,1,1,2,2,4,1,4,2,2,4,2,4,2,2,2,2,3,1,2,3,2,3,3,2,2,3,2,2,3,1,1,3,3,2,1,3,3,2,3,5,4,3,2,5,2,3,1,2,1,1,1,2,2,1,3,2,2,4,4,1,2,3,4,1,2,3,4,2,2,3,3,1,2,2,2,4,2,3,2,3,3,3,3,2,2,4,3,2,3,5,5,1,5,3,5,3,3,2,2,2,1,3,3,4,4,2,3,4,3,3,4,2,2.7,3.555555556,3.666666667,2.285714286,2.5,1.6,44,23,1.8,2,1,1,0,1.571428571
54,hmo/eng,4,hmo/eng,14,2,1,-99,4,4,3,2,3,2,2,2,4,1,1,1,3,1,3,2,3,4,5,2,2,1,2,2,3,2,2,2,-99,3,2,2,1,2,1,2,-99,3,3,2,3,2,2,4,4,2,2,1,1,2,3,3,2,2,4,3,2,3,3,1,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,3,2,2,2,1,2,3,1,2,2,2,3,2,2,2,3,3,3,5,2,1,4,2,1,2,-99,3,3,3,2,4,3,3,3,4,2,2,3,1,2,1,2,1,1,1,1,1,2,2,1,2,5,2,5,5,5,4,3,4,5,3,1,2,2,3,2,3,2,2,1,3,3,2,4,1,1,3,2,2,3,3,4,1,3,2,3,2,4.1,2,2.5,2.285714286,2.75,2,43,20,2,3,2,2,0,2
55,hmo/eng,1,hmo/eng,13,2,1,-99,4,4,2,6,1,3,2,1,4,2,1,1,3,1,2,2,3,2,1,1,5,4,2,1,1,1,1,1,2,4,4,2,3,3,3,2,-99,2,2,2,1,3,3,4,4,2,2,1,1,3,2,3,3,1,4,2,2,2,1,4,4,3,4,3,4,2,2,3,3,2,2,3,4,2,2,3,1,2,2,3,2,3,3,2,3,4,4,3,4,4,4,1,5,4,2,2,1,1,1,1,1,2,2,3,3,1,1,3,3,1,1,3,3,2,2,2,3,2,2,1,1,1,1,1,1,2,3,3,3,2,5,4,3,1,4,3,1,1,3,4,3,1,1,1,3,4,2,3,4,1,1,4,1,4,4,1,3,4,4,1,4,3,3.1,2,4,1.571428571,3.25,1.8,39,28,0.6,2,2,2,0,1.285714286
